(475,11,531)
(476,11,532)
(477,3,533)
(478,3,534)
(479,3,535)
(480,3,536)
(481,14,537)
(482,14,538)
(483,14,539)
(484,14,540)
(485,14,541)
(486,14,542)
(487,14,543)
(488,14,544)
(489,14,545)
(490,14,546)
(491,14,547)
(492,14,548)
(493,14,549)
(494,14,550)
(495,14,551)
(496,14,552)
(497,14,553)
(498,14,554)
(499,11,555)
(499,12,556)
(500,11,556)
(500,12,557)
(501,11,558)
(501,12,559)
(502,11,559)
(502,12,560)
(503,11,561)
(503,12,562)
(504,11,562)
(504,12,563)
(505,11,564)
(505,12,565)
(506,11,565)
(506,12,566)
(507,13,567)
(508,14,568)
(509,13,569)
(510,14,570)
(511,14,571)
(512,14,572)
(513,13,573)
(514,14,574)
(515,13,575)
(516,14,576)
(517,14,577)
(518,14,578)
(519,13,579)
(520,14,580)
(521,14,581)
(522,13,582)
(523,14,583)
(524,14,584)
(525,14,585)
(526,14,586)
(527,14,587)
(528,14,588)
(529,14,589)
(530,14,590)
(531,14,591)
(532,14,592)
(533,14,593)
(534,14,594)
(535,14,595)
(536,14,596)
(537,11,597)
(537,12,598)
(538,11,599)
(538,12,600)
(539,11,601)
(539,12,602)
(540,11,603)
(540,12,604)
(541,11,605)
(541,12,606)
(542,11,607)
(542,12,608)
(543,11,606)
(544,11,608)
(545,11,609)
(545,12,610)
(546,11,611)
(546,12,612)
(547,11,610)
(548,11,612)
(549,11,613)
(549,12,614)
(550,11,615)
(550,12,616)
(551,11,617)
(551,12,618)
(552,11,618)
(553,11,619)
(553,12,620)
(554,11,620)
(555,13,621)
(556,14,622)
(557,14,623)
(558,13,624)
(559,14,625)
(560,14,626)
(561,13,627)
(562,14,628)
(563,14,629)
(564,13,630)
(565,14,631)
(566,14,632)
(567,2,633)
(568,2,634)
(569,2,635)
(570,2,636)
(571,2,637)
(572,2,638)
(573,2,639)
(574,2,640)
(575,2,641)
(576,2,642)
(577,2,643)
(578,2,644)
(579,2,645)
(580,2,646)
(581,2,647)
(582,2,648)
(583,2,649)
(584,2,650)
(585,11,651)
(585,12,652)
(586,11,653)
(586,12,654)
(587,11,655)
(587,12,656)
(588,11,656)
(589,11,657)
(589,12,658)
(590,11,659)
(590,12,660)
(591,11,661)
(591,12,662)
(592,11,662)
(593,11,663)
(593,12,664)
(594,11,664)
(595,11,665)
(595,12,666)
(596,11,666)
(597,14,667)
(598,14,668)
(599,14,669)
(600,14,670)
(601,14,671)
(602,14,672)
(603,14,673)
(604,14,674)
(605,14,675)
(606,14,676)
(607,14,677)
(608,14,678)
(609,14,679)
(610,14,680)
(611,14,681)
(612,14,682)
(613,14,683)
(614,14,684)
(615,14,685)
(616,14,686)
(617,14,687)
(618,14,688)
(619,14,689)
(620,14,690)
(621,2,691)
(622,2,692)
(623,2,693)
(624,2,694)
(625,2,695)
(626,2,696)
(627,2,697)
(628,2,698)
(629,2,699)
(630,2,700)
(631,2,701)
(632,2,702)
(633,3,703)
(634,3,704)
(635,3,705)
(636,3,706)
(637,3,707)
(638,3,708)
(639,14,709)
(640,14,710)
(641,14,711)
(642,14,712)
(643,14,713)
(644,14,714)
(645,3,715)
(646,3,716)
(647,3,717)
(648,14,718)
(649,14,719)
(650,14,720)
(651,14,721)
(652,14,722)
(653,14,723)
(654,14,724)
(655,14,725)
(656,14,726)
(657,14,727)
(658,14,728)
(659,14,729)
(660,14,730)
(661,14,731)
(662,14,732)
(663,14,733)
(664,14,734)
(665,14,735)
(666,14,736)
(667,6,737)
(668,6,738)
(669,6,739)
(670,6,740)
(671,1,741)
(672,1,742)
(673,1,743)
(674,1,744)
(675,6,745)
(676,6,746)
(677,1,747)
(678,1,748)
(679,6,749)
(680,6,750)
(681,1,751)
(682,1,752)
(683,9,753)
(684,9,754)
(685,9,755)
(686,9,756)
(687,9,757)
(688,9,758)
(689,9,759)
(690,9,760)
(691,3,761)
(692,3,762)
(693,3,763)
(694,3,764)
(695,3,765)
(696,3,766)
(697,14,767)
(698,14,768)
(699,14,769)
(700,14,770)
(701,14,771)
(702,14,772)
(703,14,709)
(704,14,710)
(705,14,711)
(706,14,712)
(707,14,713)
(708,14,714)
(709,6,773)
(710,6,774)
(711,1,775)
(712,1,776)
(713,6,777)
(714,1,778)
(715,14,718)
(716,14,719)
(717,14,720)
(718,9,779)
(719,9,780)
(720,9,781)
(721,6,782)
(721,7,783)
(722,6,784)
(722,7,785)
(723,6,786)
(723,7,787)
(724,6,788)
(724,7,789)
(725,6,790)
(725,7,791)
(726,6,792)
(726,7,793)
(727,1,794)
(728,1,795)
(729,1,796)
(730,1,797)
(731,1,798)
(732,1,799)
(733,6,800)
(733,7,801)
(734,6,802)
(734,7,803)
(735,1,804)
(736,1,805)
(737,9,806)
(738,9,807)
(739,9,808)
(740,9,809)
(741,9,810)
(742,9,811)
(743,9,812)
(744,9,813)
(745,9,814)
(746,9,815)
(747,9,816)
(748,9,817)
(749,9,818)
(750,9,819)
(751,9,820)
(752,9,821)
(753,11,822)
(754,11,823)
(755,3,824)
(756,3,825)
(757,3,826)
(758,3,827)
(759,14,828)
(760,14,829)
(761,14,767)
(762,14,768)
(763,14,769)
(764,14,770)
(765,14,771)
(766,14,772)
(767,6,830)
(767,7,831)
(768,6,832)
(768,7,833)
(769,6,834)
(769,7,835)
(770,1,836)
(771,1,837)
(772,1,838)
(773,9,839)
(774,9,840)
(775,9,841)
(776,9,842)
(777,9,843)
(778,9,844)
(779,11,845)
(779,12,846)
(780,11,847)
(781,3,848)
(782,9,849)
(783,9,850)
(784,9,851)
(785,9,852)
(786,9,853)
(787,9,854)
(788,9,855)
(789,9,856)
(790,9,857)
(791,9,858)
(792,9,859)
(793,9,860)
(794,9,861)
(795,9,862)
(796,9,863)
(797,9,864)
(798,9,865)
(799,9,866)
(800,9,867)
(801,9,868)
(802,9,869)
(803,9,870)
(804,9,871)
(805,9,872)
(806,11,873)
(807,11,874)
(808,3,875)
(809,3,876)
(810,11,877)
(811,11,878)
(812,3,879)
(813,3,880)
(814,3,881)
(815,3,882)
(816,3,883)
(817,3,884)
(818,14,885)
(819,14,886)
(820,14,887)
(821,14,888)
(822,14,889)
(823,14,890)
(824,14,891)
(825,14,892)
(826,14,828)
(827,14,829)
(828,11,893)
(829,3,894)
(830,9,895)
(831,9,896)
(832,9,897)
(833,9,898)
(834,9,899)
(835,9,900)
(836,9,901)
(837,9,902)
(838,9,903)
(839,11,904)
(839,12,905)
(840,11,906)
(841,11,907)
(841,12,908)
(842,11,909)
(843,3,910)
(844,3,911)
(845,14,912)
(846,14,913)
(847,14,914)
(848,14,915)
(849,11,916)
(850,11,917)
(851,11,918)
(852,11,919)
(853,3,920)
(854,3,921)
(855,3,922)
(856,3,923)
(857,3,924)
(858,3,925)
(859,3,926)
(860,3,927)
(861,11,928)
(862,11,929)
(863,3,930)
(864,3,931)
(865,3,932)
(866,3,933)
(867,14,934)
(868,14,935)
(869,14,936)
(870,14,937)
(871,14,938)
(872,14,939)
(873,14,940)
(874,14,941)
(875,14,942)
(876,14,943)
(877,14,944)
(878,14,945)
(879,14,946)
(880,14,947)
(881,14,885)
(882,14,886)
(883,14,887)
(884,14,888)
(885,11,948)
(886,3,949)
(887,11,950)
(888,3,951)
(889,11,952)
(889,12,953)
(890,11,953)
(891,11,954)
(891,12,955)
(892,11,955)
(893,4,956)
(894,4,957)
(895,11,958)
(895,12,959)
(896,11,960)
(896,12,961)
(897,11,962)
(898,11,963)
(899,3,964)
(900,3,965)
(901,11,966)
(901,12,967)
(902,11,968)
(903,3,969)
(904,14,970)
(905,14,971)
(906,14,972)
(907,14,973)
(908,14,974)
(909,14,975)
(910,14,976)
(911,14,977)
(912,4,978)
(913,4,979)
(914,4,980)
(915,4,981)
(916,14,982)
(917,14,983)
(918,14,984)
(919,14,985)
(920,14,986)
(921,14,987)
(922,14,988)
(923,14,989)
(924,14,934)
(925,14,935)
(926,14,936)
(927,14,937)
(928,14,990)
(929,14,991)
(930,14,992)
(931,14,993)
(932,14,938)
(933,14,939)
(934,11,994)
(935,11,995)
(936,3,996)
(937,3,997)
(938,11,998)
(939,3,999)
(940,11,1000)
(940,12,1001)
(941,11,1001)
(942,11,1002)
(942,12,1003)
(943,11,1003)
(944,11,1004)
(944,12,1005)
(945,11,1005)
(946,11,1006)
(946,12,1007)
(947,11,1007)
(948,4,1008)
(949,4,1009)
(950,4,1010)
(951,4,1011)
(952,4,1012)
(953,4,1013)
(954,4,1014)
(955,4,1015)
(956,9,1016)
(957,9,1017)
(958,14,1018)
(959,14,1019)
(960,14,1020)
(961,14,1021)
(962,14,1022)
(963,14,1023)
(964,14,1024)
(965,14,1025)
(966,14,1026)
(967,14,1027)
(968,14,1028)
(969,14,1029)
(970,4,1030)
(971,4,1031)
(972,4,1032)
(973,4,1033)
(974,4,1034)
(975,4,1035)
(976,4,1036)
(977,4,1037)
(978,9,1038)
(979,9,1039)
(980,9,1040)
(981,9,1041)
(982,11,1042)
(982,12,1043)
(983,11,1044)
(983,12,1045)
(984,11,1043)
(985,11,1045)
(986,11,1046)
(986,12,1047)
(987,11,1048)
(987,12,1049)
(988,11,1047)
(989,11,1049)
(990,11,1050)
(990,12,1051)
(991,11,1051)
(992,11,1052)
(992,12,1053)
(993,11,1053)
(994,4,1054)
(995,4,1055)
(996,4,1056)
(997,4,1057)
(998,4,1058)
(999,4,1059)
(1000,4,1060)
(1001,4,1061)
(1002,4,1062)
(1003,4,1063)
(1004,4,1064)
(1005,4,1065)
(1006,4,1066)
(1007,4,1067)
(1008,1,1068)
(1009,1,1069)
(1010,9,1070)
(1011,9,1071)
(1012,9,1072)
(1013,9,1073)
(1014,9,1074)
(1015,9,1075)
(1016,14,1076)
(1017,14,1077)
(1018,4,1078)
(1019,4,1079)
(1020,4,1080)
(1021,4,1081)
(1022,4,1082)
(1023,4,1083)
(1024,4,1084)
(1025,4,1085)
(1026,4,1086)
(1027,4,1087)
(1028,4,1088)
(1029,4,1089)
(1030,1,1090)
(1031,1,1091)
(1032,1,1092)
(1033,9,1093)
(1034,9,1094)
(1035,9,1095)
(1036,1,1096)
(1037,9,1097)
(1038,11,1098)
(1039,3,1099)
(1040,3,1100)
(1041,14,1101)
(1042,4,1102)
(1043,4,1103)
(1044,4,1104)
(1045,4,1105)
(1046,4,1106)
(1047,4,1107)
(1048,4,1108)
(1049,4,1109)
(1050,4,1110)
(1051,4,1111)
(1052,4,1112)
(1053,4,1113)
(1054,6,1114)
(1055,1,1115)
(1056,6,1116)
(1057,1,1117)
(1058,9,1118)
(1059,9,1119)
(1060,1,1120)
(1061,1,1121)
(1062,1,1122)
(1063,1,1123)
(1064,9,1124)
(1065,9,1125)
(1066,9,1126)
(1067,9,1127)
(1068,9,1070)
(1069,9,1071)
(1070,14,1128)
(1071,14,1129)
(1072,3,1130)
(1073,3,1131)
(1074,14,1132)
(1075,14,1133)
(1076,3,1134)
(1077,9,1135)
(1078,6,1136)
(1079,6,1137)
(1080,1,1138)
(1081,1,1139)
(1082,6,1140)
(1083,1,1141)
(1084,6,1142)
(1085,1,1143)
(1086,9,1144)
(1087,9,1145)
(1088,9,1146)
(1089,9,1147)
(1090,9,1093)
(1091,9,1094)
(1092,9,1095)
(1093,11,1148)
(1094,3,1149)
(1095,3,1150)
(1096,9,1097)
(1097,14,1151)
(1098,14,1152)
(1099,14,1153)
(1100,14,1101)
(1101,9,1071)
(1102,6,1154)
(1103,6,1155)
(1104,1,1156)
(1105,1,1157)
(1106,6,1158)
(1107,6,1159)
(1108,1,1160)
(1109,1,1161)
(1110,9,1162)
(1111,9,1163)
(1112,9,1164)
(1113,9,1165)
(1114,9,1166)
(1115,9,1016)
(1116,9,1167)
(1117,9,1017)
(1118,14,1168)
(1119,14,1169)
(1120,9,1124)
(1121,9,1125)
(1122,9,1126)
(1123,9,1127)
(1124,3,1170)
(1125,3,1171)
(1126,14,1172)
(1127,14,1173)
(1128,3,1174)
(1129,2,1175)
(1130,14,1132)
(1131,14,1133)
(1132,11,1176)
(1133,3,1177)
(1134,9,1135)
(1135,4,1178)
(1136,9,1179)
(1137,9,1180)
(1138,9,1038)
(1139,9,1039)
(1140,9,1181)
(1141,9,1040)
(1142,9,1182)
(1143,9,1041)
(1144,11,1183)
(1145,3,1184)
(1146,3,1185)
(1147,14,1186)
(1148,14,1187)
(1149,14,1188)
(1150,14,1151)
(1151,2,1189)
(1152,9,1095)
(1153,9,1097)
(1154,9,1190)
(1155,9,1191)
(1156,9,1072)
(1157,9,1073)
(1158,9,1192)
(1159,9,1193)
(1160,9,1074)
(1161,9,1075)
(1162,3,1194)
(1163,3,1195)
(1164,14,1196)
(1165,14,1197)
(1166,14,1198)
(1167,14,1199)
(1168,3,1200)
(1169,9,1201)
(1170,14,1172)
(1171,14,1173)
(1172,11,1202)
(1173,3,1203)
(1174,2,1175)
(1175,4,1204)
(1176,9,1070)
(1177,9,1071)
(1178,2,1205)
(1179,11,1206)
(1180,3,1207)
(1181,3,1208)
(1182,14,1209)
(1183,14,1210)
(1184,14,1211)
(1185,14,1186)
(1186,9,1017)
(1187,2,1212)
(1188,2,1213)
(1189,14,1214)
(1190,3,1215)
(1191,3,1216)
(1192,14,1217)
(1193,14,1218)
(1194,14,1196)
(1195,14,1197)
(1196,11,1219)
(1197,3,1220)
(1198,3,1221)
(1199,1,1222)
(1200,9,1201)
(1201,4,1223)
(1202,2,1224)
(1203,2,1189)
(1204,0,1225)
(1205,0,1225)
(1206,14,1226)
(1207,14,1227)
(1208,14,1209)
(1209,1,1069)
(1210,9,1040)
(1211,9,1041)
(1212,3,1228)
(1213,14,1229)
(1214,4,1204)
(1215,14,1217)
(1216,14,1218)
(1217,11,1230)
(1218,3,1231)
(1219,9,1016)
(1220,9,1017)
(1221,1,1222)
(1222,9,1135)
(1223,9,1232)
(1224,14,1233)
(1226,1,1092)
(1227,1,1096)
(1228,14,1229)
(1229,14,1214)
(1230,1,1068)
(1231,1,1069)
(1232,2,1205)
(1233,3,1234)
(1234,4,1204)
